country,year,infantMort,fert,continent,lifeExp,pop,gdpPercap
Norway,1987.0,8.2,1.75,Europe,75.89,4186147,31540.9748
Norway,1992.0,5.8,1.88,Europe,77.32,4286357,33965.66115
Norway,1997.0,4.2,1.86,Europe,78.32,4405672,41283.16433
Norway,2002.0,3.6,1.75,Europe,79.05,4535591,44683.97525
Norway,2007.0,3.0,1.9,Europe,80.196,4627926,49357.19017
Oman,1952.0,NA,7.25,Asia,37.578,507833,1828.230307
Oman,1957.0,NA,7.25,Asia,40.08,561977,2242.746551
Oman,1962.0,226.0,7.25,Asia,43.165,628164,2924.638113
Oman,1967.0,178.5,7.28,Asia,46.988,714775,4720.942687
Oman,1972.0,136.1,7.41,Asia,52.143,829050,10618.03855
Oman,1977.0,100.1,8.02,Asia,57.367,1004533,11848.34392
Oman,1982.0,66.6,8.35,Asia,62.728,1301048,12954.79101
Oman,1987.0,41.8,7.93,Asia,67.734,1593882,18115.22313
Oman,1992.0,26.8,6.47,Asia,71.197,1915208,18616.70691
Oman,1997.0,17.7,4.63,Asia,72.499,2283635,19702.05581
Oman,2002.0,12.5,3.3,Asia,74.193,2713462,19774.83687
Oman,2007.0,10.4,2.89,Asia,75.64,3204897,22316.19287
Pakistan,1952.0,273.2,6.6,Asia,43.436,41346560,684.5971438
Pakistan,1957.0,216.6,6.6,Asia,45.557,46679944,747.0835292
Pakistan,1962.0,178.0,6.6,Asia,47.67,53100671,803.3427418
Pakistan,1967.0,151.5,6.6,Asia,49.8,60641899,942.4082588
Pakistan,1972.0,135.7,6.61,Asia,51.929,69325921,1049.938981
Pakistan,1977.0,126.1,6.6,Asia,54.043,78152686,1175.921193
Pakistan,1982.0,119.4,6.48,Asia,56.158,91462088,1443.429832
Pakistan,1987.0,111.4,6.31,Asia,58.245,105186881,1704.686583
Pakistan,1992.0,102.5,5.77,Asia,60.838,120065004,1971.829464
Pakistan,1997.0,93.3,5.04,Asia,61.818,135564834,2049.350521
Pakistan,2002.0,84.4,4.13,Asia,63.61,153403524,2092.712441
Pakistan,2007.0,77.4,3.65,Asia,65.483,169270617,2605.94758
Panama,1952.0,81.9,5.75,Americas,55.191,940080,2480.380334
Panama,1957.0,72.0,5.88,Americas,59.201,1063506,2961.800905
Panama,1962.0,63.6,5.81,Americas,61.817,1215725,3536.540301
Panama,1967.0,56.2,5.47,Americas,64.071,1405486,4421.009084
Panama,1972.0,47.4,4.94,Americas,66.216,1616384,5364.249663
Panama,1977.0,39.0,4.26,Americas,68.681,1839782,5351.912144
Panama,1982.0,33.4,3.67,Americas,70.472,2036305,7009.601598
Panama,1987.0,28.1,3.26,Americas,71.523,2253639,7034.779161
Panama,1992.0,24.6,2.98,Americas,72.462,2484997,6618.74305
Panama,1997.0,23.0,2.87,Americas,73.738,2734531,7113.692252
Panama,2002.0,20.9,2.78,Americas,74.712,2990875,7356.031934
Panama,2007.0,18.5,2.64,Americas,75.537,3242173,9809.185636
Paraguay,1952.0,65.1,6.5,Americas,62.649,1555876,1952.308701
Paraguay,1957.0,64.8,6.51,Americas,63.196,1770902,2046.154706
Paraguay,1962.0,61.4,6.47,Americas,64.361,2009813,2148.027146
Paraguay,1967.0,59.3,6.17,Americas,64.951,2287985,2299.376311
Paraguay,1972.0,56.8,5.46,Americas,65.815,2614104,2523.337977
Paraguay,1977.0,52.6,5.2,Americas,66.353,2984494,3248.373311
Paraguay,1982.0,47.0,5.19,Americas,66.874,3366439,4258.503604
Paraguay,1987.0,40.7,4.84,Americas,67.378,3886512,3998.875695
Paraguay,1992.0,34.8,4.36,Americas,68.225,4483945,4196.411078
Paraguay,1997.0,30.1,3.92,Americas,69.4,5154123,4247.400261
Paraguay,2002.0,26.1,3.51,Americas,70.755,5884491,3783.674243
Paraguay,2007.0,22.4,3.12,Americas,71.752,6667147,4172.838464
Peru,1952.0,174.6,6.85,Americas,43.902,8025700,3758.523437
Peru,1957.0,146.6,6.86,Americas,46.263,9146100,4245.256698
Peru,1962.0,129.1,6.86,Americas,49.096,10516500,4957.037982
Peru,1967.0,111.6,6.61,Americas,51.445,12132200,5788.09333
Peru,1972.0,98.3,6.07,Americas,55.448,13954700,5937.827283
Peru,1977.0,87.0,5.44,Americas,58.447,15990099,6281.290855
Peru,1982.0,78.7,4.73,Americas,61.406,18125129,6434.501797
Peru,1987.0,64.6,4.14,Americas,64.134,20195924,6360.9434440000005
Peru,1992.0,51.0,3.62,Americas,66.458,22430449,4446.380924
Peru,1997.0,36.9,3.14,Americas,68.386,24748122,5838.347657
Peru,2002.0,25.7,2.82,Americas,69.906,26769436,5909.020073
Peru,2007.0,19.0,2.61,Americas,71.421,28674757,7408.905561
Philippines,1952.0,93.9,7.43,Asia,47.752,22438691,1272.880995
Philippines,1957.0,75.3,7.3,Asia,51.334,26072194,1547.944844
Philippines,1962.0,64.2,7.02,Asia,54.757,30325264,1649.552153
Philippines,1967.0,58.0,6.59,Asia,56.393,35356600,1814.12743
Philippines,1972.0,54.7,6.04,Asia,58.065,40850141,1989.37407
Philippines,1977.0,54.2,5.51,Asia,60.06,46850962,2373.204287
Philippines,1982.0,52.3,4.98,Asia,62.082,53456774,2603.273765
Philippines,1987.0,46.7,4.55,Asia,64.151,60017788,2189.634995
Philippines,1992.0,37.3,4.18,Asia,66.458,67185766,2279.324017
Philippines,1997.0,31.8,3.92,Asia,68.564,75012988,2536.534925
Philippines,2002.0,28.9,3.71,Asia,70.303,82995088,2650.921068
Philippines,2007.0,26.4,3.33,Asia,71.688,91077287,3190.481016
Poland,1952.0,95.0,3.65,Europe,61.31,25730551,4029.329699
Poland,1957.0,77.0,3.33,Europe,65.77,28235346,4734.253019
Poland,1962.0,49.6,2.72,Europe,67.64,30329617,5338.752143
Poland,1967.0,35.7,2.3,Europe,69.61,31785378,6557.152776
Poland,1972.0,28.8,2.23,Europe,70.85,33039545,8006.506993
Poland,1977.0,23.3,2.27,Europe,70.67,34621254,9508.141454
Poland,1982.0,20.0,2.32,Europe,71.32,36227381,8451.531004
Poland,1987.0,16.6,2.19,Europe,70.98,37740710,9082.351172
Poland,1992.0,14.3,1.91,Europe,70.99,38370697,7738.881247
Poland,1997.0,10.4,1.52,Europe,72.75,38654957,10159.58368
Poland,2002.0,7.3,1.28,Europe,74.67,38625976,12002.23908
Poland,2007.0,6.0,1.31,Europe,75.563,38518241,15389.92468
Portugal,1952.0,94.0,3.1,Europe,59.82,8526050,3068.319867
Portugal,1957.0,87.0,3.12,Europe,61.51,8817650,3774.571743
Portugal,1962.0,78.7,3.19,Europe,64.39,9019800,4727.954889
Portugal,1967.0,61.7,3.13,Europe,66.6,9103000,6361.517993
Portugal,1972.0,47.6,2.88,Europe,69.26,8970450,9022.247417
Portugal,1977.0,29.5,2.57,Europe,70.41,9662600,10172.48572
Portugal,1982.0,19.9,2.07,Europe,72.77,9859650,11753.84291
Portugal,1987.0,14.5,1.65,Europe,74.06,9915289,13039.30876
Portugal,1992.0,9.7,1.5,Europe,74.86,9927680,16207.26663
Portugal,1997.0,6.6,1.48,Europe,75.97,10156415,17641.03156
Portugal,2002.0,4.7,1.45,Europe,77.29,10433867,19970.90787
Portugal,2007.0,3.3,1.37,Europe,78.098,10642836,20509.64777
Puerto Rico,1952.0,66.0,4.98,Americas,64.28,2227000,3081.959785
Puerto Rico,1957.0,50.0,4.87,Americas,68.54,2260000,3907.156189
Puerto Rico,1962.0,NA,4.41,Americas,69.62,2448046,5108.34463
Puerto Rico,1967.0,NA,3.53,Americas,71.1,2648961,6929.277714
Puerto Rico,1972.0,NA,3.01,Americas,72.16,2847132,9123.041742
Puerto Rico,1977.0,NA,2.77,Americas,73.44,3080828,9770.524921
Puerto Rico,1982.0,NA,2.49,Americas,73.75,3279001,10330.98915
Puerto Rico,1987.0,NA,2.28,Americas,74.63,3444468,12281.34191
Puerto Rico,1992.0,NA,2.18,Americas,73.911,3585176,14641.58711
Puerto Rico,1997.0,NA,2.01,Americas,74.917,3759430,16999.4333
Puerto Rico,2002.0,NA,1.83,Americas,77.778,3859606,18855.60618
Puerto Rico,2007.0,NA,1.71,Americas,78.746,3942491,19328.70901
Reunion,1952.0,NA,6.97,Africa,52.724,257700,2718.885295
Reunion,1957.0,NA,6.62,Africa,55.09,308700,2769.451844
Reunion,1962.0,NA,6.57,Africa,57.666,358900,3173.72334
Reunion,1967.0,NA,5.77,Africa,60.542,414024,4021.175739
Reunion,1972.0,NA,4.1,Africa,64.274,461633,5047.658563
Reunion,1977.0,NA,3.13,Africa,67.064,492095,4319.804067
Reunion,1982.0,NA,2.8,Africa,69.885,517810,5267.219353
Reunion,1987.0,NA,2.7,Africa,71.913,562035,5303.377488
Reunion,1992.0,NA,2.44,Africa,73.615,622191,6101.255823
Reunion,1997.0,NA,2.33,Africa,74.772,684810,6071.941411
Reunion,2002.0,NA,2.43,Africa,75.744,743981,6316.1652
Reunion,2007.0,NA,2.41,Africa,76.442,798094,7670.122558
Romania,1952.0,105.0,3.34,Europe,61.05,16630000,3144.613186
Romania,1957.0,81.0,2.73,Europe,64.1,17829327,3943.370225
Romania,1962.0,NA,2.02,Europe,66.8,18680721,4734.997586
Romania,1967.0,NA,3.65,Europe,66.8,19284814,6470.866545
Romania,1972.0,50.1,2.53,Europe,69.21,20662648,8011.414402
Romania,1977.0,39.3,2.58,Europe,69.46,21658597,9356.39724
Romania,1982.0,32.5,2.16,Europe,69.66,22356726,9605.314053
Romania,1987.0,32.6,2.41,Europe,69.53,22686371,9696.273295
Romania,1992.0,29.1,1.49,Europe,69.36,22797027,6598.409903
Romania,1997.0,26.0,1.3,Europe,69.72,22562458,7346.547557
Romania,2002.0,21.6,1.27,Europe,71.322,22404337,7885.360081
Romania,2007.0,15.3,1.33,Europe,72.476,22276056,10808.47561
Rwanda,1952.0,NA,7.98,Africa,40.0,2534927,493.3238752
Rwanda,1957.0,140.5,8.14,Africa,41.5,2822082,540.2893983
Rwanda,1962.0,123.4,8.2,Africa,43.0,3051242,597.4730727
Rwanda,1967.0,124.0,8.2,Africa,44.1,3451079,510.9637142
Rwanda,1972.0,134.1,8.28,Africa,44.6,3992121,590.5806638
Rwanda,1977.0,148.0,8.42,Africa,45.0,4657072,670.0806011
Rwanda,1982.0,111.8,8.42,Africa,46.218,5507565,881.5706467
Rwanda,1987.0,93.1,8.0,Africa,44.02,6349365,847.991217
Rwanda,1992.0,101.3,6.77,Africa,23.599,7290203,737.0685949
Rwanda,1997.0,121.7,6.16,Africa,36.087,7212583,589.9445051
Rwanda,2002.0,94.1,5.67,Africa,43.413,7852401,785.6537648
Rwanda,2007.0,56.8,5.17,Africa,46.242,8860588,863.0884639
Sao Tome and Principe,1952.0,NA,6.2,Africa,46.471,60011,879.5835855
Sao Tome and Principe,1957.0,NA,6.2,Africa,48.945,61325,860.7369026
Sao Tome and Principe,1962.0,NA,6.28,Africa,51.893,65345,1071.551119
Sao Tome and Principe,1967.0,59.5,6.39,Africa,54.425,70787,1384.840593
Sao Tome and Principe,1972.0,57.5,6.51,Africa,56.48,76595,1532.985254
Sao Tome and Principe,1977.0,59.4,6.51,Africa,58.55,86796,1737.561657
Sao Tome and Principe,1982.0,62.1,6.27,Africa,60.351,98593,1890.218117
Sao Tome and Principe,1987.0,68.4,5.73,Africa,61.728,110812,1516.525457
Sao Tome and Principe,1992.0,70.7,5.2,Africa,62.742,125911,1428.777814
Sao Tome and Principe,1997.0,64.8,4.83,Africa,63.306,145608,1339.076036
Sao Tome and Principe,2002.0,54.0,4.63,Africa,64.337,170372,1353.09239
Sao Tome and Principe,2007.0,43.9,4.46,Africa,65.528,199579,1598.435089
Saudi Arabia,1952.0,NA,7.18,Asia,39.875,4005677,6459.554823
Saudi Arabia,1957.0,NA,7.17,Asia,42.868,4419650,8157.591248
Saudi Arabia,1962.0,NA,7.24,Asia,45.914,4943029,11626.41975
Saudi Arabia,1967.0,NA,7.26,Asia,49.901,5618198,16903.04886
Saudi Arabia,1972.0,110.3,7.3,Asia,53.886,6472756,24837.42865
Saudi Arabia,1977.0,83.4,7.3,Asia,58.69,8128505,34167.7626
Saudi Arabia,1982.0,63.1,7.05,Asia,63.012,11254672,33693.17525
Saudi Arabia,1987.0,45.2,6.33,Asia,66.295,14619745,21198.26136
Saudi Arabia,1992.0,30.3,5.52,Asia,68.768,16945857,24841.61777
Saudi Arabia,1997.0,22.1,4.59,Asia,70.533,21229759,20586.69019
Saudi Arabia,2002.0,18.2,3.63,Asia,71.626,24501530,19014.54118
Saudi Arabia,2007.0,16.0,3.05,Asia,72.777,27601038,21654.83194
Senegal,1952.0,138.1,6.54,Africa,37.278,2755589,1450.356983
Senegal,1957.0,128.8,6.81,Africa,39.329,3054547,1567.653006
Senegal,1962.0,126.0,7.04,Africa,41.454,3430243,1654.988723
Senegal,1967.0,124.7,7.23,Africa,43.563,3965841,1612.404632
Senegal,1972.0,117.5,7.41,Africa,45.815,4588696,1597.712056
Senegal,1977.0,100.7,7.46,Africa,48.879,5260855,1561.769116
Senegal,1982.0,87.4,7.28,Africa,52.379,6147783,1518.479984
Senegal,1987.0,75.5,6.93,Africa,55.769,7171347,1441.72072
Senegal,1992.0,69.6,6.4,Africa,58.196,8307920,1367.899369
Senegal,1997.0,71.2,5.84,Africa,60.187,9535314,1392.368347
Senegal,2002.0,63.9,5.41,Africa,61.6,10870037,1519.635262
Senegal,2007.0,51.9,5.14,Africa,63.062,12267493,1712.472136
Serbia,1952.0,NA,3.27,Europe,57.996,6860147,3581.459448
Serbia,1957.0,NA,2.78,Europe,61.685,7271135,4981.090891
Serbia,1962.0,NA,2.57,Europe,64.531,7616060,6289.629157
Serbia,1967.0,NA,2.44,Europe,66.914,7971222,7991.707066
Serbia,1972.0,NA,2.37,Europe,68.7,8313288,10522.06749
Serbia,1977.0,NA,2.37,Europe,70.3,8686367,12980.66956
Serbia,1982.0,NA,2.33,Europe,70.162,9032824,15181.0927
Serbia,1987.0,31.1,2.24,Europe,71.218,9230783,15870.87851
Serbia,1992.0,20.9,2.0,Europe,71.659,9826397,9325.068238
Serbia,1997.0,13.3,1.76,Europe,72.232,10336594,7914.320304
Serbia,2002.0,10.1,1.57,Europe,73.213,10111559,7236.075251
Serbia,2007.0,7.1,1.42,Europe,74.002,10150265,9786.534714
Sierra Leone,1952.0,NA,5.74,Africa,30.331,2143249,879.7877358
Sierra Leone,1957.0,229.8,5.89,Africa,31.57,2295678,1004.484437
Sierra Leone,1962.0,217.5,6.16,Africa,32.767,2467895,1116.639877
Sierra Leone,1967.0,200.8,6.52,Africa,34.113,2662190,1206.043465
Sierra Leone,1972.0,185.2,6.8,Africa,35.4,2879013,1353.759762
Sierra Leone,1977.0,173.2,7.01,Africa,36.788,3140897,1348.285159
Sierra Leone,1982.0,164.1,7.03,Africa,38.445,3464522,1465.010784
Sierra Leone,1987.0,158.3,6.75,Africa,40.006,3868905,1294.447788
Sierra Leone,1992.0,155.7,6.39,Africa,38.333,4260884,1068.696278
Sierra Leone,1997.0,150.1,6.1,Africa,39.897,4578212,574.6481576
Sierra Leone,2002.0,137.7,5.76,Africa,41.012,5359092,699.489713
Sierra Leone,2007.0,120.5,5.23,Africa,42.568,6144562,862.5407561
Singapore,1952.0,70.0,6.62,Asia,60.396,1127000,2315.138227
Singapore,1957.0,44.1,6.42,Asia,63.179,1445929,2843.104409
Singapore,1962.0,30.8,5.27,Asia,65.798,1750200,3674.735572
Singapore,1967.0,25.3,3.82,Asia,67.946,1977600,4977.41854
Singapore,1972.0,19.6,2.84,Asia,69.521,2152400,8597.756202
Singapore,1977.0,12.3,1.95,Asia,70.795,2325300,11210.08948
Singapore,1982.0,10.7,1.74,Asia,71.76,2651869,15169.16112
Singapore,1987.0,7.9,1.62,Asia,73.56,2794552,18861.53081
Singapore,1992.0,5.0,1.72,Asia,75.788,3235865,24769.8912
Singapore,1997.0,3.8,1.61,Asia,77.158,3802309,33519.4766
Singapore,2002.0,2.6,1.37,Asia,78.77,4197776,36023.1054
Singapore,2007.0,2.3,1.29,Asia,79.972,4553009,47143.17964
Slovak Republic,1952.0,NA,3.53,Europe,64.36,3558137,5074.659104
Slovak Republic,1957.0,NA,3.27,Europe,67.45,3844277,6093.26298
Slovak Republic,1962.0,NA,2.94,Europe,70.33,4237384,7481.107598
Slovak Republic,1967.0,NA,2.58,Europe,70.98,4442238,8412.902397
Slovak Republic,1972.0,NA,2.5,Europe,70.35,4593433,9674.167626
Slovak Republic,1977.0,NA,2.47,Europe,70.45,4827803,10922.66404
Slovak Republic,1982.0,22.2,2.3,Europe,70.8,5048043,11348.54585
Slovak Republic,1987.0,17.7,2.17,Europe,71.08,5199318,12037.26758
Slovak Republic,1992.0,14.3,1.9,Europe,71.38,5302888,9498.467723
Slovak Republic,1997.0,11.6,1.46,Europe,72.71,5383010,12126.23065
Slovak Republic,2002.0,9.5,1.23,Europe,73.8,5410052,13638.77837
Slovak Republic,2007.0,7.8,1.29,Europe,74.663,5447502,18678.31435
Slovenia,1952.0,NA,2.61,Europe,65.57,1489518,4215.041741
Slovenia,1957.0,NA,2.36,Europe,67.85,1533070,5862.276629
Slovenia,1962.0,NA,2.33,Europe,69.15,1582962,7402.303395
Slovenia,1967.0,NA,2.33,Europe,69.18,1646912,9405.489397
Slovenia,1972.0,NA,2.24,Europe,69.82,1694510,12383.4862
Slovenia,1977.0,NA,2.17,Europe,70.97,1746919,15277.03017
Slovenia,1982.0,14.6,1.92,Europe,71.063,1861252,17866.72175
Slovenia,1987.0,10.8,1.63,Europe,72.25,1945870,18678.53492
Slovenia,1992.0,7.7,1.38,Europe,73.64,1999210,14214.71681
Slovenia,1997.0,5.4,1.25,Europe,75.13,2011612,17161.10735
Slovenia,2002.0,4.1,1.23,Europe,76.66,2011497,20660.01936
Slovenia,2007.0,3.2,1.4,Europe,77.926,2009245,25768.25759
Somalia,1952.0,NA,7.25,Africa,32.978,2526994,1135.749842
Somalia,1957.0,NA,7.25,Africa,34.977,2780415,1258.147413
Somalia,1962.0,NA,7.26,Africa,36.981,3080153,1369.488336
Somalia,1967.0,NA,7.25,Africa,38.977,3428839,1284.73318
Somalia,1972.0,NA,7.12,Africa,40.973,3840161,1254.576127
Somalia,1977.0,NA,7.01,Africa,41.974,4353666,1450.992513
Somalia,1982.0,115.9,7.05,Africa,42.955,5828892,1176.807031
Somalia,1987.0,110.9,7.24,Africa,44.501,6921858,1093.244963
Somalia,1992.0,105.8,7.51,Africa,39.658,6099799,926.9602964
Somalia,1997.0,105.3,7.69,Africa,43.795,6633514,930.5964284
Somalia,2002.0,105.3,7.5,Africa,45.936,7753310,882.0818218
Somalia,2007.0,103.9,7.14,Africa,48.159,9118773,926.1410683
South Africa,1952.0,NA,6.31,Africa,45.009,14264935,4725.295531
South Africa,1957.0,NA,6.22,Africa,47.985,16151549,5487.104219
South Africa,1962.0,NA,6.1,Africa,49.951,18356657,5768.729717
South Africa,1967.0,NA,5.77,Africa,51.927,20997321,7114.477971
South Africa,1972.0,NA,5.48,Africa,53.696,23935810,7765.962636
South Africa,1977.0,78.6,5.06,Africa,55.527,27129932,8028.651439
South Africa,1982.0,62.2,4.6,Africa,58.161,31140029,8568.266228
South Africa,1987.0,51.4,4.05,Africa,60.834,35933379,7825.823398
South Africa,1992.0,46.4,3.41,Africa,61.888,39964159,7225.069258
South Africa,1997.0,50.9,2.98,Africa,60.236,42835005,7479.188244
South Africa,2002.0,54.7,2.8,Africa,53.365,44433622,7710.946444
South Africa,2007.0,48.6,2.58,Africa,49.339,43997828,9269.657808
Spain,1952.0,73.0,2.51,Europe,64.94,28549870,3834.034742
Spain,1957.0,57.4,2.69,Europe,66.66,29841614,4564.80241
Spain,1962.0,41.7,2.8,Europe,69.69,31158061,5693.843879
Spain,1967.0,32.1,2.85,Europe,71.44,32850275,7993.512294
Spain,1972.0,22.6,2.86,Europe,73.06,34513161,10638.75131
Spain,1977.0,19.7,2.59,Europe,74.39,36439000,13236.92117
Spain,1982.0,13.2,1.96,Europe,76.3,37983310,13926.16997
Spain,1987.0,10.4,1.49,Europe,76.9,38880702,15764.98313
Spain,1992.0,8.5,1.28,Europe,77.57,39549438,18603.06452
Spain,1997.0,6.1,1.2,Europe,78.77,39855442,20445.29896
Spain,2002.0,5.2,1.27,Europe,79.78,40152517,24835.47166
Spain,2007.0,4.4,1.4,Europe,80.941,40448191,28821.0637
Sri Lanka,1952.0,92.6,5.9,Asia,57.593,7982342,1083.53203
Sri Lanka,1957.0,81.8,5.83,Asia,61.456,9128546,1072.546602
Sri Lanka,1962.0,67.1,5.3,Asia,62.192,10421936,1074.47196
Sri Lanka,1967.0,57.0,4.73,Asia,64.266,11737396,1135.514326
Sri Lanka,1972.0,51.9,4.08,Asia,65.042,13016733,1213.39553
Sri Lanka,1977.0,45.6,3.63,Asia,65.949,14116836,1348.775651
Sri Lanka,1982.0,34.1,3.22,Asia,68.757,15410151,1648.079789
Sri Lanka,1987.0,20.5,2.7,Asia,69.011,16495304,1876.766827
Sri Lanka,1992.0,18.2,2.39,Asia,70.379,17587060,2153.739222
Sri Lanka,1997.0,16.0,2.25,Asia,70.457,18698655,2664.477257
Sri Lanka,2002.0,13.2,2.25,Asia,70.815,19576783,3015.378833
Sri Lanka,2007.0,10.7,2.31,Asia,72.396,20378239,3970.095407
Sudan,1952.0,NA,6.65,Africa,38.635,8504667,1615.991129
Sudan,1957.0,112.9,6.65,Africa,39.624,9753392,1770.337074
Sudan,1962.0,104.1,6.74,Africa,40.87,11183227,1959.593767
Sudan,1967.0,97.4,6.85,Africa,42.858,12716129,1687.997641
Sudan,1972.0,93.4,6.91,Africa,45.083,14597019,1659.652775
Sudan,1977.0,89.8,6.92,Africa,47.8,17104986,2202.988423
Sudan,1982.0,86.7,6.67,Africa,50.338,20367053,1895.544073
Sudan,1987.0,82.8,6.34,Africa,51.744,24725960,1507.819159
Sudan,1992.0,77.9,6.03,Africa,53.556,28227588,1492.197043
Sudan,1997.0,72.3,5.67,Africa,55.373,32160729,1632.210764
Sudan,2002.0,64.6,5.29,Africa,56.369,37090298,1993.398314
Sudan,2007.0,57.1,4.87,Africa,58.556,42292929,2602.394995
Swaziland,1952.0,155.9,6.7,Africa,41.407,290243,1148.376626
Swaziland,1957.0,147.0,6.7,Africa,43.424,326741,1244.708364
Swaziland,1962.0,138.1,6.75,Africa,44.992,370006,1856.182125
Swaziland,1967.0,126.5,6.84,Africa,46.633,420690,2613.101665
Swaziland,1972.0,113.4,6.87,Africa,49.552,480105,3364.836625
Swaziland,1977.0,93.9,6.76,Africa,52.537,551425,3781.410618
Swaziland,1982.0,76.5,6.57,Africa,55.561,649901,3895.384018
Swaziland,1987.0,59.4,6.18,Africa,57.678,779348,3984.839812
Swaziland,1992.0,58.6,5.39,Africa,58.474,962344,3553.0224
Swaziland,1997.0,76.0,4.56,Africa,54.289,1054486,3876.76846
Swaziland,2002.0,85.9,4.05,Africa,43.869,1130269,4128.116943
Swaziland,2007.0,74.7,3.76,Africa,39.613,1133066,4513.480643
Sweden,1952.0,20.0,2.24,Europe,71.86,7124673,8527.844662
Sweden,1957.0,17.1,2.3,Europe,72.49,7363802,9911.878226
Sweden,1962.0,15.6,2.26,Europe,73.37,7561588,12329.44192
Sweden,1967.0,12.6,2.27,Europe,74.16,7867931,15258.29697
Sweden,1972.0,10.4,1.91,Europe,74.72,8122293,17832.02464
Sweden,1977.0,8.0,1.65,Europe,75.44,8251648,18855.72521
Sweden,1982.0,6.8,1.63,Europe,76.42,8325260,20667.38125
Sweden,1987.0,6.2,1.84,Europe,77.19,8421403,23586.92927
Sweden,1992.0,5.1,2.08,Europe,78.16,8718867,23880.01683
Sweden,1997.0,3.6,1.53,Europe,79.39,8897619,25266.59499
Sweden,2002.0,3.3,1.67,Europe,80.04,8954175,29341.63093
Sweden,2007.0,2.7,1.89,Europe,80.884,9031088,33859.74835
Switzerland,1952.0,29.1,2.3,Europe,69.62,4815000,14734.23275
Switzerland,1957.0,23.6,2.39,Europe,70.56,5126000,17909.48973
Switzerland,1962.0,20.7,2.58,Europe,71.32,5666000,20431.0927
Switzerland,1967.0,16.9,2.4,Europe,72.77,6063000,22966.14432
Switzerland,1972.0,13.6,1.92,Europe,73.78,6401400,27195.11304
Switzerland,1977.0,9.8,1.57,Europe,75.39,6316424,26982.29052
Switzerland,1982.0,7.8,1.52,Europe,76.21,6468126,28397.71512
Switzerland,1987.0,7.1,1.55,Europe,77.41,6649942,30281.70459
Switzerland,1992.0,6.1,1.54,Europe,78.03,6995447,31871.5303
Switzerland,1997.0,4.9,1.49,Europe,79.37,7193761,32135.32301
Switzerland,2002.0,4.6,1.42,Europe,80.62,7361757,34480.95771
Switzerland,2007.0,4.1,1.46,Europe,81.701,7554661,37506.41907
Syria,1952.0,179.3,7.21,Asia,45.883,3661549,1643.485354
Syria,1957.0,142.4,7.37,Asia,48.284,4149908,2117.234893
Syria,1962.0,110.6,7.52,Asia,50.305,4834621,2193.037133
Syria,1967.0,87.4,7.57,Asia,53.655,5680812,1881.923632
Syria,1972.0,68.2,7.56,Asia,57.296,6701172,2571.423014
Syria,1977.0,53.9,7.36,Asia,61.195,7932503,3195.484582
Syria,1982.0,42.7,6.84,Asia,64.59,9410494,3761.837715
Syria,1987.0,34.3,5.96,Asia,66.974,11242847,3116.774285
Syria,1992.0,28.0,4.93,Asia,69.249,13219062,3340.542768
Syria,1997.0,22.6,4.28,Asia,71.527,15081016,4014.238972
Syria,2002.0,18.2,3.72,Asia,73.053,17155814,4090.925331
Syria,2007.0,14.8,3.24,Asia,74.143,19314747,4184.548089
Taiwan,1952.0,35.0,6.38,Asia,58.5,8550362,1206.947913
Taiwan,1957.0,36.0,6.33,Asia,62.4,10164215,1507.86129
Taiwan,1962.0,28.0,5.44,Asia,65.2,11918938,1822.879028
Taiwan,1967.0,21.0,4.6,Asia,67.5,13648692,2643.858681
Taiwan,1972.0,14.0,3.59,Asia,69.39,15226039,4062.523897
Taiwan,1977.0,11.0,2.9,Asia,70.59,16785196,5596.519826
Taiwan,1982.0,8.0,2.32,Asia,72.16,18501390,7426.354774
Taiwan,1987.0,5.0,1.7,Asia,73.4,19757799,11054.56175
Taiwan,1992.0,5.0,1.73,Asia,74.26,20686918,15215.6579
Taiwan,1997.0,7.0,1.77,Asia,75.25,21628605,20206.82098
Taiwan,2002.0,6.0,1.34,Asia,76.99,22454239,23235.42329
Taiwan,2007.0,NA,1.1,Asia,78.4,23174294,28718.27684
Tanzania,1952.0,153.2,6.73,Africa,41.215,8322925,716.6500721
Tanzania,1957.0,147.8,6.8,Africa,42.974,9452826,698.5356073
Tanzania,1962.0,141.9,6.8,Africa,44.246,10863958,722.0038073
Tanzania,1967.0,133.5,6.79,Africa,45.757,12607312,848.2186575
Tanzania,1972.0,124.0,6.76,Africa,47.62,14706593,915.9850592
Tanzania,1977.0,114.0,6.73,Africa,49.919,17129565,962.4922932
Tanzania,1982.0,107.6,6.58,Africa,50.608,19844382,874.2426069
Tanzania,1987.0,104.2,6.38,Africa,51.535,23040630,831.8220794
Tanzania,1992.0,98.9,6.08,Africa,50.44,26605473,825.682454
Tanzania,1997.0,91.4,5.78,Africa,48.466,30686889,789.1862231
Tanzania,2002.0,71.4,5.67,Africa,49.651,34593779,899.0742111
Tanzania,2007.0,51.5,5.59,Africa,52.517,38139640,1107.482182
Thailand,1952.0,131.8,6.14,Asia,50.848,21289402,757.7974177
Thailand,1957.0,112.3,6.14,Asia,53.63,25041917,793.5774148
Thailand,1962.0,95.8,6.16,Asia,56.061,29263397,1002.199172
Thailand,1967.0,80.8,6.01,Asia,58.285,34024249,1295.46066
Thailand,1972.0,65.8,5.18,Asia,60.405,39276153,1524.358936
Thailand,1977.0,52.9,4.03,Asia,62.494,44148285,1961.224635
